"Rank","WSID","Name","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"314","","Dallas (DAL)","","DST26","8","178","382","263.0","49.4","237.0","-77.0"
"315","","Blake Jarwin","DAL","TE37","8","165","339","257.1","48.7","231.0","-84.0"
"316","","Stephen Anderson","HOU","TE38","10","163","308","262.1","35.3","384.0","+68.0"
"317","","Dontrelle Inman","FA","WR110","","182","183","182.5","0.5","",""
"318","","Dustin Hopkins","WAS","K22","4","171","396","266.2","55.2","305.0","-13.0"
"319","","Steven Hauschka","BUF","K23","11","166","394","269.0","54.9","276.0","-43.0"
"320","","Washington (WAS)","","DST27","4","177","381","271.7","50.7","328.0","+8.0"
"321","","Buffalo (BUF)","","DST28","11","167","380","265.1","46.2","306.0","-15.0"
"322","","Cairo Santos","FA","K24","","168","350","256.7","40.7","255.0","-67.0"
"323","","Caleb Sturgis","LAC","K25","8","170","395","262.8","55.1","287.0","-36.0"
"324","","Bo Scarbrough","DAL","RB86","8","170","320","275.6","50.0","267.0","-57.0"
"325","","Brice Butler","ARI","WR111","9","182","312","243.5","27.9","346.0","+21.0"
"326","","Kendall Wright","MIN","WR112","10","171","328","260.5","36.9","366.0","+40.0"
"327","","Phil Dawson","ARI","K26","9","172","390","268.7","49.8","300.0","-27.0"
"328","","Jakeem Grant","MIA","WR113","11","172","376","270.3","63.8","",""
"329","","Dallas Goedert","PHI","TE39","9","189","322","248.4","41.5","258.0","-71.0"
"330","","Cody Parkey","CHI","K27","5","174","397","271.2","53.1","",""
"331","","Ryan Griffin","HOU","TE40","10","186","344","245.0","40.9","322.0","-9.0"
"332","","Chandler Catanzaro","TB","K28","5","175","393","266.6","48.3","311.0","-21.0"
"333","","Phillip Lindsay","DEN","RB87","10","184","193","188.5","4.5","362.0","+29.0"
"334","","Virgil Green","LAC","TE41","8","176","309","246.8","28.7","315.0","-19.0"
"335","","Alfred Blue","HOU","RB88","10","187","406","263.5","48.8","371.0","+36.0"
"336","","Mark Walton","CIN","RB89","9","178","354","282.5","43.6","345.0","+9.0"
"337","","Curtis Samuel","CAR","WR114","4","184","304","249.4","28.6","342.0","+5.0"
"338","","Torrey Smith","CAR","WR115","4","183","329","249.0","25.0","327.0","-11.0"
"339","","Jacquizz Rodgers","TB","RB90","5","191","346","282.5","42.6","354.0","+15.0"
"340","","Josh McCown","NYJ","QB38","11","192","299","243.2","30.3","343.0","+3.0"
"341","","Garrett Celek","SF","TE42","11","185","334","278.3","40.3","207.0","-134.0"
"342","","Terrance West","FA","RB91","","193","391","289.0","58.0","381.0","+39.0"
"343","","Nathan Peterman","BUF","QB39","11","189","297","243.0","54.0","",""
"344","","Nick Foles","PHI","QB40","9","190","310","246.5","45.8","313.0","-31.0"
"345","","Jesse James","PIT","TE43","7","189","338","268.3","36.3","289.0","-56.0"
"346","","Jalen Richard","OAK","RB92","7","194","316","249.6","30.4","350.0","+4.0"
"347","","Chad Kelly","DEN","QB41","10","191","410","300.5","109.5","",""
"348","","Ed Dickson","SEA","TE44","7","192","304","253.6","30.7","358.0","+10.0"
"349","","Damien Williams","KC","RB93","12","193","364","280.0","58.1","",""
"350","","De'Angelo Henderson","DEN","RB94","10","194","307","261.2","30.2","323.0","-27.0"
"351","","Tyler Ervin","HOU","RB95","10","195","319","253.3","50.9","",""
"352","","Kyle Juszczyk","SF","RB96","11","196","349","272.2","40.9","",""
"353","","Jaylen Samuels","PIT","TE45","7","197","360","289.0","57.3","338.0","-15.0"
"354","","Zane Gonzalez","CLE","K29","11","197","400","298.5","101.5","386.0","+32.0"
"355","","Breshad Perriman","BAL","WR116","10","198","392","302.8","72.1","",""
"356","","Joe Williams","SF","RB97","11","200","339","258.2","40.1","318.0","-38.0"
"357","","Adam Humphries","TB","WR117","5","200","401","276.3","54.7","352.0","-5.0"
"358","","Nick Boyle","BAL","TE46","10","200","357","300.0","70.9","",""
"359","","Jordan Akins","HOU","TE47","10","204","286","241.0","34.0","377.0","+18.0"
"360","","Jake Kumerow","GB","WR118","7","233","277","248.7","20.1","364.0","+4.0"
"361","","Marquez Valdes-Scantling","GB","WR119","7","233","282","253.5","19.9","",""
"362","","Keke Coutee","HOU","WR120","10","227","312","259.2","23.2","241.0","-121.0"
"363","","Jeremy McNichols","SF","RB98","11","202","321","259.8","56.4","383.0","+20.0"
"364","","AJ McCarron","BUF","QB42","11","232","295","263.0","21.7","299.0","-65.0"
"365","","Javon Wims","CHI","WR121","5","230","299","264.5","34.5","",""
"366","","Equanimeous St. Brown","GB","WR122","7","229","361","264.9","37.1","367.0","+1.0"
"367","","Cody Latimer","NYG","WR123","9","203","372","266.6","49.7","341.0","-26.0"
"368","","Justin Jackson","LAC","RB99","8","211","316","267.6","29.8","331.0","-37.0"
"369","","Mike Gillislee","NE","RB100","11","206","342","269.8","33.5","312.0","-57.0"
"370","","Chad Williams","ARI","WR124","9","216","324","270.6","24.1","309.0","-61.0"
"371","","DeAndre Washington","OAK","RB101","7","217","369","276.7","36.5","314.0","-57.0"
"372","","Jonnu Smith","TEN","TE48","8","212","335","278.0","40.9","339.0","-33.0"
"373","","Jarius Wright","CAR","WR125","4","274","283","278.5","4.5","",""
"374","","Thomas Rawls","NYJ","RB102","11","204","328","279.5","34.8","",""
"375","","Mark Andrews","BAL","TE49","10","236","355","283.1","44.6","274.0","-101.0"
"376","","Tyler Higbee","LAR","TE50","12","249","354","283.4","32.8","370.0","-6.0"
"377","","Ryan Switzer","PIT","WR126","7","216","363","284.0","47.8","",""
"378","","Mike Davis","SEA","RB103","7","211","318","284.4","30.3","",""
"379","","DaeSean Hamilton","DEN","WR127","10","222","348","284.8","44.5","390.0","+11.0"
"380","","Bruce Ellington","HOU","WR128","10","273","306","284.8","12.6","",""
"381","","Rashard Higgins","CLE","WR129","11","286","287","286.5","0.5","",""
"382","","Keith Smith","OAK","RB104","7","285","289","287.0","2.0","",""
"383","","Orleans Darkwa","FA","RB105","","241","317","287.5","22.9","320.0","-63.0"
"384","","Chris Conley","KC","WR130","12","211","353","288.6","42.3","",""
"385","","Jacoby Brissett","IND","QB43","9","255","311","288.7","24.2","",""
"386","","Malcolm Mitchell","FA","WR131","","253","365","290.3","44.4","332.0","-54.0"
"387","","Ito Smith","ATL","RB106","8","213","349","291.4","52.0","391.0","+4.0"
"388","","Akrum Wadley","TEN","RB107","8","231","352","291.5","60.5","389.0","+1.0"
"389","","Jeremy Kerley","BUF","WR132","11","206","352","293.0","49.6","",""
"390","","Sebastian Janikowski","SEA","K30","7","203","388","294.0","65.2","316.0","-74.0"
"391","","Kapri Bibbs","WAS","RB108","4","253","348","294.5","41.9","",""
"392","","Travaris Cadet","BUF","RB109","11","250","355","295.1","30.5","",""
"393","","Laquon Treadwell","MIN","WR133","10","224","347","295.4","43.2","347.0","-46.0"
"394","","Malcolm Brown","LAR","RB110","12","253","347","297.4","32.6","244.0","-150.0"
"395","","Wendell Smallwood","PHI","RB111","9","255","344","299.5","44.5","284.0","-111.0"
"396","","Demarcus Robinson","KC","WR134","12","208","377","300.6","60.8","",""
"397","","Nick O'Leary","BUF","TE51","11","278","335","301.8","22.9","",""
"398","","Michael Roberts","DET","TE52","6","278","327","302.5","24.5","",""
"399","","Chris Warren III","OAK","RB112","7","250","356","303.0","53.0","",""
"400","","Seth DeValve","CLE","TE53","11","261","338","304.3","32.2","",""
"401","","New York (NYJ)","","DST29","11","201","390","305.4","73.1","329.0","-72.0"
"402","","Randy Bullock","CIN","K31","9","213","398","305.5","92.5","340.0","-62.0"
"403","","ArDarius Stewart","NYJ ","WR135","11","215","379","307.0","68.4","",""
"404","","Brandon LaFell","FA","WR136","","210","364","310.4","57.2","356.0","-48.0"
"405","","Jeff Heuerman","DEN","TE54","10","249","384","310.5","49.7","376.0","-29.0"
"406","","Chris Moore","BAL","WR137","10","271","374","310.7","45.3","",""
"407","","Demetrius Harris","KC ","TE55","12","289","323","311.3","15.8","",""
"408","","Kendrick Bourne","SF","WR138","11","238","385","311.5","73.5","",""
"409","","Chris Herndon IV","NYJ","TE56","11","273","364","311.8","39.1","",""
"410","","Aldrick Rosas","NYG","K32","9","212","399","314.7","77.4","387.0","-23.0"
"411","","Boston Scott","NO","RB113","6","247","408","314.7","48.7","",""
"412","","Dwayne Allen","NE","TE57","11","313","318","315.5","2.5","",""
"413","","Braxton Miller","HOU","WR139","10","304","328","316.0","12.0","",""
"414","","Jordan Leggett","NYJ","TE58","11","290","344","317.0","27.0","",""
"415","","Josh Reynolds","LAR","WR140","12","262","363","317.5","45.2","",""
"416","","J.D. McKissic","SEA","RB114","7","260","353","317.8","34.9","360.0","-56.0"
"417","","Carlos Henderson","DEN","WR141","10","260","358","319.2","44.0","",""
"418","","Rico Gathers","DAL","TE59","8","288","345","319.8","20.8","302.0","-116.0"
"419","","Marcedes Lewis","GB","TE60","7","292","339","320.3","20.4","363.0","-56.0"
"420","","Jermaine Gresham","ARI","TE61","9","281","350","321.0","26.1","",""
"421","","Oakland (OAK)","","DST30","7","215","385","322.2","57.8","286.0","-135.0"
"422","","Clive Walford","NYJ","TE62","11","314","331","322.5","8.5","",""
"423","","Cameron Artis-Payne","CAR","RB115","4","258","358","323.3","39.5","291.0","-132.0"
"424","","Roger Lewis","NYG","WR142","9","301","368","323.7","31.4","",""
"425","","Niles Paul","JAC","TE63","9","317","331","324.0","7.0","",""
"426","","Seth Roberts","OAK","WR143","7","303","349","326.0","18.8","378.0","-48.0"
"427","","Andre Holmes","BUF","WR144","11","299","355","327.0","28.0","",""
"428","","Charcandrick West","NYJ","RB116","11","300","367","334.3","27.4","",""
"429","","Amara Darboh","SEA","WR145","7","290","402","339.8","35.9","",""
"430","","Miami (MIA)","","DST31","11","276","384","343.2","36.7","",""
"431","","Kamar Aiken","PHI","WR146","9","293","394","343.5","50.5","",""
"432","","Justin Hardy","ATL","WR147","8","269","405","346.7","57.2","",""
"433","","Benny Cunningham","CHI","RB117","5","343","356","349.5","6.5","",""
"434","","Rhett Ellison","NYG","TE64","9","341","373","357.0","16.0","",""
"435","","Indianapolis (IND)","","DST32","9","315","397","365.0","31.5","",""
"436","","TJ Jones","DET","WR148","6","343","404","375.0","25.0","",""
""
""
