"Rank","Tier","WSID","Name","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"54","5","","Mike Williams","LAC","WR22","12","30","88","58.0","11.5","58.0","+4.0"
"55","5","","Aaron Rodgers","GB","QB3","11","32","100","60.3","10.5","47.0","-8.0"
"56","5","","Tyler Boyd","CIN","WR23","9","31","108","61.2","14.2","56.0","0.0"
"57","5","","D.J. Moore","CAR","WR24","7","32","133","61.4","13.9","67.0","+10.0"
"58","6","","Calvin Ridley","ATL","WR25","9","30","103","62.2","12.6","53.0","-5.0"
"59","6","","Evan Engram","NYG","TE5","11","36","131","62.7","13.6","61.0","+2.0"
"60","6","","Duke Johnson","HOU","RB27","10","37","109","63.2","14.1","70.0","+10.0"
"61","6","","Hunter Henry","LAC","TE6","12","26","135","63.6","12.3","66.0","+5.0"
"62","6","","Allen Robinson","CHI","WR26","6","38","121","64.5","13.8","78.0","+16.0"
"63","6","","Alshon Jeffery","PHI","WR27","10","41","102","64.8","12.1","64.0","+1.0"
"64","6","","Josh Gordon","NE","WR28","10","35","134","66.6","17.9","65.0","+1.0"
"65","6","","James White","NE","RB28","10","45","126","68.2","12.1","63.0","-2.0"
"66","6","","Miles Sanders","PHI","RB29","10","39","227","68.5","24.8","68.0","+2.0"
"67","6","","Latavius Murray","NO","RB30","9","22","143","69.1","16.0","83.0","+16.0"
"68","6","","Robby Anderson","NYJ","WR29","4","33","121","69.6","13.6","77.0","+9.0"
"69","6","","Baker Mayfield","CLE","QB4","7","43","119","70.1","11.4","57.0","-12.0"
"70","6","","Austin Ekeler","LAC","RB31","12","29","185","71.5","18.6","60.0","-10.0"
"71","6","","Matt Ryan","ATL","QB5","9","25","129","75.2","15.9","62.0","-9.0"
"72","6","","Derrius Guice","WAS","RB32","10","34","131","75.8","18.4","76.0","+4.0"
"73","6","","Kenyan Drake","MIA","RB33","5","17","208","77.5","20.0","74.0","+1.0"
"74","6","","A.J. Green","CIN","WR30","9","43","145","77.5","20.1","59.0","-15.0"
"75","6","","Tarik Cohen","CHI","RB34","6","29","149","81.8","18.6","71.0","-4.0"
"76","6","","Carson Wentz","PHI","QB6","10","54","162","82.0","14.7","73.0","-3.0"
"77","6","","Jarvis Landry","CLE","WR31","7","34","141","82.2","14.2","69.0","-8.0"
"78","6","","Devin Singletary","BUF","RB35","6","38","162","82.6","22.9","112.0","+34.0"
"79","6","","Sammy Watkins","KC","WR32","12","42","151","83.6","13.6","86.0","+7.0"
"80","6","","Rashaad Penny","SEA","RB36","11","45","199","83.9","20.2","97.0","+17.0"
"81","6","","Will Fuller","HOU","WR33","10","44","166","84.1","15.6","80.0","-1.0"
"82","6","","Cam Newton","CAR","QB7","7","37","149","84.2","13.7","87.0","+5.0"
"83","7","","Curtis Samuel","CAR","WR34","7","52","163","85.4","15.7","96.0","+13.0"
"84","7","","Royce Freeman","DEN","RB37","10","39","164","85.9","21.1","107.0","+23.0"
"85","7","","Marvin Jones","DET","WR35","5","59","158","87.8","14.5","92.0","+7.0"
"86","7","","Jared Cook","NO","TE7","9","16","143","88.3","17.0","75.0","-11.0"
"87","7","","Christian Kirk","ARI","WR36","12","50","137","89.1","12.2","89.0","+2.0"
"88","7","","Russell Wilson","SEA","QB8","11","49","156","89.2","17.7","82.0","-6.0"
"89","7","","Corey Davis","TEN","WR37","11","39","137","91.0","16.1","93.0","+4.0"
"90","7","","Matt Breida","SF","RB38","4","43","223","92.0","32.0","100.0","+10.0"
"91","7","","Dede Westbrook","JAC","WR38","10","38","151","92.3","17.8","81.0","-10.0"
"92","7","","Jordan Howard","PHI","RB39","10","47","200","92.5","24.6","84.0","-8.0"
"93","7","","LeSean McCoy","KC","RB40","12","44","268","96.2","30.1","99.0","+6.0"
"94","7","","Jared Goff","LAR","QB9","9","56","230","96.6","14.6","79.0","-15.0"
"95","7","","Sterling Shepard","NYG","WR39","11","61","145","96.7","14.8","91.0","-4.0"
"96","7","","Dante Pettis","SF","WR40","4","49","154","97.2","18.9","108.0","+12.0"
"97","7","","Drew Brees","NO","QB10","9","32","164","97.5","18.0","72.0","-25.0"
"98","7","","Vance McDonald","PIT","TE8","7","59","164","98.2","20.4","85.0","-13.0"
"99","7","","David Njoku","CLE","TE9","7","53","162","99.6","22.4","101.0","+2.0"
"100","7","","Jameis Winston","TB","QB11","7","50","152","99.8","17.7","102.0","+2.0"
"101","7","","Kalen Ballage","MIA","RB41","5","55","193","104.7","22.4","124.0","+23.0"
"102","7","","Darrell Henderson","LAR","RB42","9","37","240","106.7","29.1","95.0","-7.0"
"103","7","","Lamar Jackson","BAL","QB12","8","55","215","106.8","19.4","105.0","+2.0"
"104","7","","Courtland Sutton","DEN","WR41","10","61","153","107.1","15.4","114.0","+10.0"
"105","7","","Larry Fitzgerald","ARI","WR42","12","72","163","109.0","16.2","103.0","-2.0"
"106","7","","Kyler Murray","ARI","QB13","12","56","237","109.1","27.0","111.0","+5.0"
"107","7","","Ben Roethlisberger","PIT","QB14","7","63","166","111.1","19.4","98.0","-9.0"
"108","7","","Peyton Barber","TB","RB43","7","55","199","111.3","27.8","106.0","-2.0"
"109","7","","Dak Prescott","DAL","QB15","8","59","207","112.7","18.9","123.0","+14.0"
"110","7","","Geronimo Allison","GB","WR43","11","71","159","114.3","17.7","122.0","+12.0"
"111","8","","DeSean Jackson","PHI","WR44","10","71","191","115.6","17.0","128.0","+17.0"
"112","8","","Marquez Valdes-Scantling","GB","WR45","11","67","218","116.5","21.1","113.0","+1.0"
"113","8","","Michael Gallup","DAL","WR46","8","72","231","117.7","21.7","133.0","+20.0"
"114","8","","Emmanuel Sanders","DEN","WR47","10","58","216","118.4","26.3","90.0","-24.0"
"115","8","","Anthony Miller","CHI","WR48","6","77","228","119.8","20.1","144.0","+29.0"
"116","8","","Philip Rivers","LAC","QB16","12","75","176","123.5","18.8","116.0","0.0"
"117","8","","John Brown","BUF","WR49","6","58","196","125.6","18.6","142.0","+25.0"
"118","8","","Donte Moncrief","PIT","WR50","7","50","222","125.7","24.8","138.0","+20.0"
"119","8","","Austin Hooper","ATL","TE10","9","60","211","126.0","23.9","129.0","+10.0"
"120","8","","Adrian Peterson","WAS","RB44","10","57","193","117.5","26.7","121.0","+1.0"
"121","8","","Dion Lewis","TEN","RB45","11","59","263","128.4","25.5","131.0","+10.0"
"122","8","","Carlos Hyde","HOU","RB46","10","75","174","130.1","24.4","156.0","+34.0"
"123","8","","Tom Brady","NE","QB17","10","80","209","130.2","18.0","104.0","-19.0"
"124","8","","Mitch Trubisky","CHI","QB18","6","62","224","130.6","25.3","143.0","+19.0"
"125","8","","Delanie Walker","TEN","TE11","11","69","281","131.3","30.4","117.0","-8.0"
"126","8","","Justin Jackson","LAC","RB47","12","70","303","130.3","38.4","130.0","+4.0"
"127","8","","Jamison Crowder","NYJ","WR51","4","89","233","135.9","22.7","169.0","+42.0"
"128","8","","Justice Hill","BAL","RB48","8","58","257","136.2","42.2","152.0","+24.0"
"129","8","","Tyrell Williams","OAK","WR52","6","53","244","134.8","28.9","137.0","+8.0"
"130","8","","Kirk Cousins","MIN","QB19","12","83","192","133.2","21.4","134.0","+4.0"
"131","8","","Ronald Jones II","TB","RB49","7","70","384","130.1","40.6","146.0","+15.0"
"132","8","","Josh Allen","BUF","QB20","6","81","243","138.0","23.0","160.0","+28.0"
"133","8","","Darwin Thompson","KC","RB50","12","76","252","141.6","38.0","120.0","-13.0"
"134","8","","James Washington","PIT","WR53","7","91","266","141.9","30.4","119.0","-15.0"
"135","8","","Mark Andrews","BAL","TE12","8","89","274","138.1","37.0","141.0","+6.0"
"136","8","","Keke Coutee","HOU","WR54","10","90","217","141.1","22.6","159.0","+23.0"
"137","8","","Trey Burton","CHI","TE13","6","79","297","147.5","35.2","149.0","+12.0"
"138","8","","Golden Tate","NYG","WR55","11","87","238","143.4","26.4","147.0","+9.0"
"139","8","","Jaylen Samuels","PIT","RB51","7","70","284","144.2","37.0","135.0","-4.0"
"140","8","","Eric Ebron","IND","TE14","6","121","245","156.7","30.7","94.0","-46.0"
"141","8","","Kenny Stills","HOU","WR56","10","66","245","148.1","30.7","192.0","+51.0"
"142","8","","Jimmy Garoppolo","SF","QB21","4","85","206","151.0","23.7","150.0","+8.0"
"143","9","","D.K. Metcalf","SEA","WR57","11","76","276","155.1","33.4","145.0","+2.0"
"144","9","","Tony Pollard","DAL","RB52","8","68","353","135.4","45.3","115.0","-29.0"
"145","9","","Damien Harris","NE","RB53","10","81","375","149.2","45.3","158.0","+13.0"
"146","9","","Marquise Goodwin","SF","WR58","4","95","271","155.0","36.2","180.0","+34.0"
"147","9","","C.J. Anderson","DET","RB54","5","79","272","152.4","33.9","179.0","+32.0"
"148","9","","Albert Wilson","MIA","WR59","5","91","294","165.7","39.3","226.0","+78.0"
"149","9","","Sam Darnold","NYJ","QB22","4","88","244","159.7","27.1","176.0","+27.0"
"150","9","","Ito Smith","ATL","RB55","9","84","396","154.4","45.7","168.0","+18.0"
"151","9","","Mohamed Sanu","ATL","WR60","9","109","266","170.6","31.6","171.0","+20.0"
"152","9","","Greg Olsen","CAR","TE15","7","76","320","165.1","41.0","148.0","-4.0"
"153","9","","Tre'Quan Smith","NO","WR61","9","86","267","162.3","25.1","189.0","+36.0"
"154","9","","DaeSean Hamilton","DEN","WR62","10","103","275","165.6","29.7","198.0","+44.0"
"155","9","","Jacoby Brissett","IND","QB23","6","107","249","183.4","26.9","256.0","+101.0"
"156","9","","Jimmy Graham","GB","TE16","11","60","297","183.3","44.9","163.0","+7.0"
"157","9","","Alexander Mattison","MIN","RB56","12","88","311","159.3","40.4","155.0","-2.0"
"158","9","","Kyle Rudolph","MIN","TE17","12","112","274","180.0","34.8","177.0","+19.0"
"159","9","","Chris Thompson","WAS","RB57","10","115","305","175.1","39.7","193.0","+34.0"
"160","9","","Matthew Stafford","DET","QB24","5","105","287","175.9","28.6","174.0","+14.0"
"161","9","","Adam Humphries","TEN","WR63","11","97","267","179.1","31.9","221.0","+60.0"
"162","9","","Kareem Hunt","CLE","RB58","7","70","253","166.6","42.6","109.0","-53.0"
"163","9","","Nyheim Hines","IND","RB59","6","161","262","191.5","23.2","186.0","+23.0"
"164","9","","Jordan Reed","WAS","TE18","10","96","291","187.0","43.3","157.0","-7.0"
"165","9","","Frank Gore","BUF","RB60","6","76","292","168.7","46.4","245.0","+80.0"
"166","9","","Derek Carr","OAK","QB25","6","112","288","181.4","29.0","170.0","+4.0"
"167","9","","Devante Parker","MIA","WR64","5","102","285","180.7","35.2","209.0","+42.0"
"168","9","","Deebo Samuel","SF","WR65","4","93","277","176.9","39.0","175.0","+7.0"
"169","9","","Giovani Bernard","CIN","RB61","9","114","337","178.8","37.5","224.0","+55.0"
"170","9","","Mike Davis","CHI","RB62","6","71","307","173.8","36.7","235.0","+65.0"
"171","9","","Devin Funchess","IND","WR66","6","161","289","192.9","27.8","199.0","+28.0"
"172","9","","Chicago (CHI)","","DST1","6","109","268","161.0","23.7","88.0","-84.0"
"173","9","","Chris Herndon IV","NYJ","TE19","4","107","298","190.9","47.0","215.0","+42.0"
"174","9","","Malcolm Brown","LAR","RB63","9","101","354","176.9","41.9","205.0","+31.0"
"175","9","","T.J. Hockenson","DET","TE20","5","79","278","193.1","48.3","136.0","-39.0"
"176","9","","Jamaal Williams","GB","RB64","11","94","258","171.2","35.5","197.0","+21.0"
"177","9","","Quincy Enunwa","NYJ","WR67","4","100","282","190.6","29.8","249.0","+72.0"
"178","9","","Los Angeles (LAR)","","DST2","9","132","270","169.4","18.3","110.0","-68.0"
"179","9","","Jacksonville (JAC)","","DST3","10","132","269","169.7","22.3","127.0","-52.0"
"180","9","","Andy Dalton","CIN","QB26","9","88","243","193.2","22.4","262.0","+82.0"
"181","9","","Marquise Brown","BAL","WR68","8","74","292","195.4","42.7","187.0","+6.0"
"182","10","","Baltimore (BAL)","","DST4","8","113","290","174.0","24.6","132.0","-50.0"
"183","10","","Dallas Goedert","PHI","TE21","10","100","297","205.7","42.5","222.0","+39.0"
"184","10","","Minnesota (MIN)","","DST5","12","136","272","173.0","19.5","125.0","-59.0"
"185","10","","Los Angeles (LAC)","","DST6","12","133","379","177.7","33.8","140.0","-45.0"
"186","10","","Chase Edmonds","ARI","RB65","12","121","383","194.1","45.0","236.0","+50.0"
"187","10","","Houston (HOU)","","DST7","10","142","285","182.2","23.2","161.0","-26.0"
"188","10","","Zay Jones","BUF","WR69","6","107","296","198.1","39.9","201.0","+13.0"
"189","10","","Cleveland (CLE)","","DST8","7","133","276","179.1","20.2","167.0","-22.0"
"190","10","","Greg Zuerlein","LAR","K1","9","134","278","180.2","17.6","118.0","-72.0"
"191","10","","Jalen Richard","OAK","RB66","6","108","318","201.0","43.8","200.0","+9.0"
"192","10","","Nick Foles","JAC","QB27","10","104","330","202.3","29.8","204.0","+12.0"
"193","10","","Justin Tucker","BAL","K2","8","140","281","184.0","18.6","126.0","-67.0"
"194","10","","Mecole Hardman","KC","WR70","12","110","313","191.2","41.0","164.0","-30.0"
"195","10","","Harrison Butker","KC","K3","12","112","281","185.2","16.7","139.0","-56.0"
"196","10","","New Orleans (NO)","","DST9","9","143","282","183.0","21.3","183.0","-13.0"
"197","10","","Stephen Gostkowski","NE","K4","10","151","282","189.0","20.1","151.0","-46.0"
"198","10","","Ted Ginn","NO","WR71","9","133","300","209.3","36.9","246.0","+48.0"
"199","10","","Wil Lutz","NO","K5","9","157","283","190.6","19.4","154.0","-45.0"
"200","10","","Marcus Mariota","TEN","QB28","11","99","286","210.0","28.8","234.0","+34.0"
"201","10","","New England (NE)","","DST10","10","152","289","192.0","22.5","165.0","-36.0"
"202","10","","Noah Fant","DEN","TE22","10","85","319","221.2","43.9","195.0","-7.0"
"203","10","","Robert Foster","BUF","WR72","6","77","300","192.0","48.8","254.0","+51.0"
"204","10","","Gus Edwards","BAL","RB67","8","97","288","183.6","37.0","230.0","+26.0"
"205","10","","Jack Doyle","IND","TE23","6","191","294","229.7","28.7","210.0","+5.0"
"206","10","","Trey Quinn","WAS","WR73","10","118","294","208.3","41.3","260.0","+54.0"
"207","10","","Denver (DEN)","","DST11","10","142","273","185.9","21.2","162.0","-45.0"
"208","10","","Mason Crosby","GB","K6","11","159","296","198.6","23.0","190.0","-18.0"
"209","10","","Ka'imi Fairbairn","HOU","K7","10","156","291","193.8","23.0","166.0","-43.0"
"210","10","","Ty Montgomery","NYJ","RB68","4","97","399","190.4","51.1","191.0","-19.0"
"211","10","","N'Keal Harry","NE","WR74","10","74","305","179.8","50.5","153.0","-58.0"
"212","10","","Dallas (DAL)","","DST12","8","132","286","196.0","21.6","172.0","-40.0"
"213","10","","Buffalo (BUF)","","DST13","6","149","280","192.7","24.7","173.0","-40.0"
"214","10","","Parris Campbell","IND","WR75","6","191","296","224.6","25.1","223.0","+9.0"
"215","10","","Philadelphia (PHI)","","DST14","10","123","286","206.7","24.6","188.0","-27.0"
"216","10","","Jake Elliott","PHI","K8","10","160","290","200.5","22.9","184.0","-32.0"
"217","10","","Brett Maher","DAL","K9","8","161","297","205.0","26.7","196.0","-21.0"
"218","10","","A.J. Brown","TEN","WR76","11","96","288","221.2","35.7","227.0","+9.0"
"219","10","","Darren Waller","OAK","TE24","6","102","300","190.2","45.5","202.0","-17.0"
"220","10","","Taylor Gabriel","CHI","WR77","6","138","300","218.5","33.6","310.0","+90.0"
"221","10","","Michael Badgley","LAC","K10","12","164","299","209.3","28.7","185.0","-36.0"
"222","10","","Robbie Gould","SF","K11","4","163","295","206.5","28.2","178.0","-44.0"
"223","10","","Matt Prater","DET","K12","5","162","305","211.5","29.8","206.0","-17.0"
"224","10","","Joe Flacco","DEN","QB29","10","139","331","227.2","27.8","276.0","+52.0"
"225","10","","Marqise Lee","JAC","WR78","10","121","300","219.1","35.2","211.0","-14.0"
"226","10","","Randall Cobb","DAL","WR79","8","134","293","224.4","30.0","231.0","+5.0"
"227","10","","Rex Burkhead","NE","RB69","10","79","328","210.1","36.0","317.0","+90.0"
"228","10","","Ryquell Armstead","JAC","RB70","10","136","395","214.5","40.2","252.0","+24.0"
"229","10","","Pittsburgh (PIT)","","DST15","7","168","288","225.2","26.4","181.0","-48.0"
"230","10","","T.J. Yeldon","BUF","RB71","6","129","326","217.4","32.2","250.0","+20.0"
"231","10","","Andy Isabella","ARI","WR80","12","127","300","224.8","35.8","233.0","+2.0"
"232","10","","Tyler Eifert","CIN","TE25","9","127","310","225.2","42.7","241.0","+9.0"
"233","10","","Paul Richardson","WAS","WR81","10","119","296","222.6","36.6","270.0","+37.0"
"234","10","","Seattle (SEA)","","DST16","11","128","298","214.6","25.3","182.0","-52.0"
"235","10","","David Moore","SEA","WR82","11","120","277","213.0","33.3","298.0","+63.0"
"236","11","","D.J. Chark","JAC","WR83","10","105","296","227.7","31.7","290.0","+54.0"
"237","11","","Nelson Agholor","PHI","WR84","10","114","293","227.9","31.1","203.0","-34.0"
"238","11","","Eli Manning","NYG","QB30","11","157","332","240.7","24.3","324.0","+86.0"
"239","11","","Cole Beasley","BUF","WR85","6","129","297","224.9","42.6","263.0","+24.0"
"240","11","","Ryan Fitzpatrick","MIA","QB31","5","152","340","239.9","23.8","327.0","+87.0"
"241","11","","Tennessee (TEN)","","DST17","11","174","303","228.4","25.8","220.0","-21.0"
"242","11","","Rashard Higgins","CLE","WR86","7","99","382","216.1","45.5","266.0","+24.0"
"243","11","","Adam Vinatieri","IND","K13","6","170","308","232.1","31.0","216.0","-27.0"
"244","11","","Indianapolis (IND)","","DST18","6","168","312","241.8","35.8","214.0","-30.0"
"245","11","","John Ross","CIN","WR87","9","142","300","223.2","39.4","299.0","+54.0"
"246","11","","Jason Myers","SEA","K14","11","157","309","240.0","28.1","218.0","-28.0"
"247","11","","Kansas City (KC)","","DST19","12","169","308","241.4","34.8","194.0","-53.0"
"248","11","","Case Keenum","WAS","QB32","10","159","345","253.5","26.5","336.0","+88.0"
"249","11","","Miles Boykin","BAL","WR88","8","111","300","207.6","50.1","213.0","-36.0"
"250","11","","J.J. Arcega-Whiteside","PHI","WR89","10","121","297","231.2","40.3","217.0","-33.0"
"251","11","","Mike Gesicki","MIA","TE26","5","160","297","242.0","35.9","248.0","-3.0"
"252","11","","Willie Snead","BAL","WR90","8","149","300","243.2","35.8","261.0","+9.0"
"253","11","","Josh Rosen","MIA","QB33","5","189","339","252.1","23.8","319.0","+66.0"
"254","11","","Dwayne Haskins","WAS","QB34","10","154","474","249.0","38.0","273.0","+19.0"
"255","11","","Benny Snell Jr.","PIT","RB72","7","99","423","236.1","39.7","314.0","+59.0"
"256","11","","Gerald Everett","LAR","TE27","9","145","297","244.1","38.1","294.0","+38.0"
"257","11","","Antonio Callaway","CLE","WR91","7","130","300","230.3","37.3","243.0","-14.0"
"258","11","","Dare Ogunbowale","TB","RB73","7","105","335","193.7","47.3","232.0","-26.0"
"259","11","","Danny Amendola","DET","WR92","5","161","334","250.1","33.6","272.0","+13.0"
"260","11","","Phillip Dorsett","NE","WR93","10","145","339","251.5","31.2","326.0","+66.0"
"261","11","","Corey Clement","PHI","RB74","10","162","401","246.9","36.1","323.0","+62.0"
"262","11","","Carolina (CAR)","","DST20","7","175","306","257.3","29.3","271.0","+9.0"
"263","11","","Daniel Jones","NYG","QB35","11","168","367","257.6","33.2","312.0","+49.0"
"264","11","","Dexter Williams","GB","RB75","11","143","419","243.1","44.2","283.0","+19.0"
"265","11","","Josh Reynolds","LAR","WR94","9","164","330","252.1","25.5","293.0","+28.0"
"266","11","","KeeSean Johnson","ARI","WR95","12","138","293","222.5","35.6","300.0","+34.0"
"267","11","","Aldrick Rosas","NYG","K15","11","159","307","254.6","27.1","258.0","-9.0"
"268","11","","Jordan Wilkins","IND","RB76","6","166","406","254.1","40.1","361.0","+93.0"
"269","11","","Chris Conley","JAC","WR96","10","159","300","250.6","34.4","329.0","+60.0"
"270","11","","Dontrell Hilliard","CLE","RB77","7","152","377","237.8","44.4","267.0","-3.0"
"271","11","","Wayne Gallman","NYG","RB78","11","197","411","259.9","35.8","313.0","+42.0"
"272","11","","Terry McLaurin","WAS","WR97","10","102","299","223.0","42.1","375.0","+103.0"
"273","11","","Theo Riddick","DEN","RB79","10","146","403","253.5","32.6","303.0","+30.0"
"274","11","","Keelan Cole","JAC","WR98","10","104","335","258.2","28.0","360.0","+86.0"
"275","12","","Brian Hill","ATL","RB80","9","144","352","235.6","42.7","279.0","+4.0"
"276","12","","Breshad Perriman","TB","WR99","7","133","316","251.4","34.7","342.0","+66.0"
"277","12","","Devontae Booker","DEN","RB81","10","208","419","266.3","36.8","330.0","+53.0"
"278","12","","Doug Martin","OAK","RB82","6","163","412","238.0","37.6","318.0","+40.0"
"279","12","","Jason Witten","DAL","TE28","8","145","331","241.0","35.2","212.0","-67.0"
"280","12","","Alfred Blue","JAC","RB83","10","151","394","248.7","34.7","304.0","+24.0"
"281","12","","Elijah McGuire","CLE","RB84","7","114","334","227.7","37.4","",""
"282","12","","Josh Doctson","MIN","WR100","12","176","295","246.3","24.1","281.0","-1.0"
"283","12","","Preston Williams","MIA","WR101","5","95","307","213.2","40.3","257.0","-26.0"
"284","12","","Jalen Hurd","SF","WR102","4","121","338","245.8","41.3","265.0","-19.0"
"285","12","","Bilal Powell","NYJ","RB85","4","167","333","262.4","24.7","343.0","+58.0"
"286","12","","Josh Adams","NYJ","RB86","4","111","417","257.3","43.8","",""
"287","12","","Ryan Tannehill","TEN","QB36","11","212","426","275.0","31.8","369.0","+82.0"
"288","12","","Chris Hogan","CAR","WR103","7","144","314","266.4","27.3","335.0","+47.0"
"289","12","","Qadree Ollison","ATL","RB87","9","167","372","254.7","35.8","282.0","-7.0"
"290","12","","Demaryius Thomas","NE","WR104","10","145","364","249.7","46.7","208.0","-82.0"
"291","12","","Green Bay (GB)","","DST21","11","170","319","251.5","37.4","219.0","-72.0"
"292","12","","Cameron Brate","TB","TE29","7","162","303","252.0","32.9","237.0","-55.0"
"293","12","","Damarea Crockett","OAK","RB88","6","146","300","223.9","42.0","288.0","-5.0"
"294","12","","Will Dissly","SEA","TE30","11","152","344","237.1","41.1","284.0","-10.0"
"295","12","","Hunter Renfrow","OAK","WR105","6","135","325","244.5","45.6","289.0","-6.0"
"296","12","","Taywan Taylor","CLE","WR106","7","216","320","268.7","25.9","316.0","+20.0"
"297","12","","Chris Boswell","PIT","K16","7","160","302","253.2","33.5","229.0","-68.0"
"298","12","","Atlanta (ATL)","","DST22","9","176","301","246.8","32.3","268.0","-30.0"
"299","12","","John Kelly","LAR","RB89","9","211","421","273.9","36.3","",""
"300","12","","Dan Bailey","MIN","K17","12","184","316","255.4","30.2","225.0","-75.0"
"301","12","","Myles Gaskin","MIA","RB90","5","176","422","280.5","43.4","296.0","-5.0"
"302","12","","Trayveon Williams","CIN","RB91","9","180","421","274.9","36.0","247.0","-55.0"
