"Rank","WSID","Name","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"46","","Golden Tate","DET","WR22","6","32","88","50.5","9.7","53.0","+7.0"
"47","","Josh Gordon","CLE","WR23","11","21","105","52.2","14.3","49.0","+2.0"
"48","","Jarvis Landry","CLE","WR24","11","28","88","51.9","11.5","44.0","-4.0"
"49","","Chris Hogan","NE","WR25","11","22","144","54.8","18.4","55.0","+6.0"
"50","","Mark Ingram","NO ","RB22","6","28","128","55.9","16.6","51.0","+1.0"
"51","","Aaron Rodgers","GB","QB1","7","20","302","66.1","78.7","24.0","-27.0"
"52","","Dion Lewis","TEN","RB23","8","28","109","58.8","14.7","61.0","+9.0"
"53","","Marshawn Lynch","OAK","RB24","7","33","190","58.5","20.1","58.0","+5.0"
"54","","Corey Davis","TEN","WR26","8","32","131","63.6","15.5","66.0","+12.0"
"55","","Rex Burkhead","NE","RB25","11","26","215","64.9","26.2","69.0","+14.0"
"56","","Tevin Coleman","ATL","RB26","8","34","154","65.7","17.5","62.0","+6.0"
"57","","Greg Olsen","CAR","TE4","4","31","112","67.2","13.2","57.0","0.0"
"58","","Michael Crabtree","BAL","WR27","10","38","126","66.3","14.9","67.0","+9.0"
"59","","Marquise Goodwin","SF","WR28","11","38","148","67.4","19.1","64.0","+5.0"
"60","","Carlos Hyde","CLE","RB27","11","33","146","68.4","21.3","59.0","-1.0"
"61","","Jimmy Graham","GB","TE5","7","27","155","70.2","18.3","50.0","-11.0"
"62","","Emmanuel Sanders","DEN","WR29","10","36","125","69.8","14.8","77.0","+15.0"
"63","","Russell Wilson","SEA","QB2","7","25","84","51.3","11.4","48.0","-15.0"
"64","","Sammy Watkins","KC","WR30","12","36","143","69.9","18.4","79.0","+15.0"
"65","","Tom Brady","NE","QB3","11","26","115","52.7","13.7","42.0","-23.0"
"66","","Alshon Jeffery","PHI","WR31","9","30","147","72.2","20.8","71.0","+5.0"
"67","","Evan Engram","NYG","TE6","9","45","150","76.4","16.0","65.0","-2.0"
"68","","Cam Newton","CAR","QB4","4","31","103","57.7","13.9","56.0","-12.0"
"69","","Delanie Walker","TEN","TE7","8","52","124","77.3","13.9","78.0","+9.0"
"70","","Jamaal Williams","GB","RB28","7","25","141","77.7","23.1","68.0","-2.0"
"71","","Devin Funchess","CAR","WR32","4","41","150","79.0","17.4","85.0","+14.0"
"72","","Deshaun Watson","HOU","QB5","10","10","111","61.8","16.2","36.0","-36.0"
"73","","Robby Anderson","NYJ","WR33","11","40","211","79.4","20.3","98.0","+25.0"
"74","","Kerryon Johnson","DET","RB29","6","33","177","77.5","21.8","63.0","-11.0"
"75","","Robert Woods","LAR","WR34","12","45","189","79.7","19.0","86.0","+11.0"
"76","","Kyle Rudolph","MIN","TE8","10","47","137","81.9","14.7","75.0","-1.0"
"77","","Cooper Kupp","LAR","WR35","12","47","116","81.4","13.7","89.0","+12.0"
"78","","Jamison Crowder","WAS","WR36","4","45","145","83.5","17.7","104.0","+26.0"
"79","","Drew Brees","NO","QB6","6","34","137","67.9","15.5","60.0","-19.0"
"80","","Sony Michel","NE","RB30","11","33","170","81.3","24.7","72.0","-8.0"
"81","","Pierre Garcon","SF","WR37","11","53","160","87.1","19.2","97.0","+16.0"
"82","","Chris Carson","SEA","RB31","7","43","210","88.9","31.2","82.0","0.0"
"83","","Trey Burton","CHI","TE9","5","43","159","89.8","19.6","81.0","-2.0"
"84","","Will Fuller","HOU","WR38","10","46","146","89.1","17.1","74.0","-10.0"
"85","","Nelson Agholor","PHI","WR39","9","51","154","91.0","17.8","103.0","+18.0"
"86","","Isaiah Crowell","NYJ","RB32","11","43","226","90.5","23.9","87.0","+1.0"
"87","","Rashaad Penny","SEA","RB33","7","29","163","88.6","26.9","76.0","-11.0"
"88","","Randall Cobb","GB","WR40","7","46","139","90.9","19.7","100.0","+12.0"
"89","","Kirk Cousins","MIN","QB7","10","40","157","79.6","18.8","80.0","-9.0"
"90","","Kenny Stills","MIA","WR41","11","42","187","94.7","24.9","116.0","+26.0"
"91","","Peyton Barber","TB","RB34","5","33","280","93.3","36.5","101.0","+10.0"
"92","","Chris Thompson","WAS","RB35","4","42","159","91.3","20.3","91.0","-1.0"
"93","","Matthew Stafford","DET","QB8","6","47","283","85.2","25.5","92.0","-1.0"
"94","","Jordan Reed","WAS","TE10","4","24","212","100.4","22.2","88.0","-6.0"
"95","","Andrew Luck","IND","QB9","9","37","282","86.9","26.8","83.0","-12.0"
"96","","Julian Edelman","NE ","WR42","11","55","215","98.2","22.5","73.0","-23.0"
"97","","Jordy Nelson","OAK","WR43","7","40","193","99.4","22.0","84.0","-13.0"
"98","","Marlon Mack","IND","RB36","9","38","193","95.3","25.2","93.0","-5.0"
"99","","Carson Wentz","PHI","QB10","9","26","206","88.2","25.6","70.0","-29.0"
"100","","Kelvin Benjamin","BUF","WR44","11","53","207","103.4","20.4","113.0","+13.0"
"101","","Duke Johnson","CLE","RB37","11","37","179","103.5","25.0","105.0","+4.0"
"102","","Sterling Shepard","NYG","WR45","9","68","222","105.4","21.7","109.0","+7.0"
"103","","Ben Roethlisberger","PIT","QB11","7","47","176","96.0","19.4","96.0","-7.0"
"104","","Philip Rivers","LAC","QB12","8","46","168","99.0","21.5","102.0","-2.0"
"105","","Tarik Cohen","CHI","RB38","5","34","173","109.5","21.8","90.0","-15.0"
"106","","David Njoku","CLE","TE11","11","64","184","114.4","20.8","112.0","+6.0"
"107","","Ronald Jones II","TB","RB39","5","28","212","108.6","35.1","95.0","-12.0"
"108","","Jack Doyle","IND","TE12","9","52","222","116.7","24.1","117.0","+9.0"
"109","","Jimmy Garoppolo","SF","QB13","11","56","285","105.9","28.4","94.0","-15.0"
"110","","Matt Ryan","ATL","QB14","8","54","280","110.8","28.2","99.0","-11.0"
"111","","Matt Breida","SF","RB40","11","34","269","117.2","36.5","142.0","+31.0"
"112","","C.J. Anderson","CAR","RB41","4","34","201","117.9","28.2","115.0","+3.0"
"113","","Patrick Mahomes","KC","QB15","12","48","272","114.1","28.5","111.0","-2.0"
"114","","George Kittle","SF","TE13","11","74","183","124.3","20.9","133.0","+19.0"
"115","","Devante Parker","MIA","WR46","11","62","247","118.4","31.0","120.0","+5.0"
"116","","Kenny Golladay","DET","WR47","6","70","245","121.2","26.2","144.0","+28.0"
"117","","Allen Hurns","DAL","WR48","8","64","228","121.1","28.4","123.0","+6.0"
"118","","Alfred Morris","SF","RB42","11","48","240","105.2","46.9","149.0","+31.0"
"119","","Keelan Cole","JAC","WR49","9","55","251","124.4","39.0","140.0","+21.0"
"120","","Bilal Powell","NYJ","RB43","11","67","212","123.9","27.4","145.0","+25.0"
"121","","Jared Goff","LAR","QB16","12","68","170","119.8","20.1","108.0","-13.0"
"122","","Rishard Matthews","TEN","WR50","8","51","251","124.3","29.8","176.0","+54.0"
"123","","Aaron Jones","GB ","RB44","7","34","228","124.0","33.0","110.0","-13.0"
"124","","Tyler Lockett","SEA","WR51","7","39","241","129.6","32.6","155.0","+31.0"
"125","","Adrian Peterson","WAS","RB45","4","51","263","119.9","40.5","106.0","-19.0"
"126","","Marcus Mariota","TEN","QB17","8","54","183","123.5","23.7","135.0","+9.0"
"127","","D.J. Moore","CAR","WR52","4","42","219","127.9","26.9","125.0","-2.0"
"128","","Josh Doctson","WAS","WR53","4","80","242","131.6","27.3","152.0","+24.0"
"129","","Alex Smith","WAS","QB18","4","56","206","125.1","24.8","129.0","0.0"
"130","","Mike Williams","LAC","WR54","8","75","237","132.0","31.5","128.0","-2.0"
"131","","O.J. Howard","TB","TE14","5","67","231","136.5","27.7","154.0","+23.0"
"132","","Giovani Bernard","CIN","RB46","9","86","253","135.0","25.6","148.0","+16.0"
"133","","James White","NE","RB47","11","68","281","136.2","31.6","121.0","-12.0"
"134","","Tyler Eifert","CIN","TE15","9","76","255","140.1","30.6","137.0","+3.0"
"135","","Dak Prescott","DAL","QB19","8","73","200","129.8","22.3","138.0","+3.0"
"136","","Chris Godwin","TB","WR55","5","82","220","135.4","26.8","171.0","+35.0"
"137","","Ty Montgomery","GB","RB48","7","83","193","136.2","25.1","130.0","-7.0"
"138","","Devontae Booker","DEN","RB49","10","75","277","138.5","30.7","126.0","-12.0"
"139","","Nick Chubb","CLE","RB50","11","52","212","135.5","30.3","114.0","-25.0"
"140","","Jacksonville (JAC)","","DST1","9","77","294","144.2","33.7","107.0","-33.0"
"141","","Michael Gallup","DAL","WR56","8","85","245","140.2","28.5","146.0","+5.0"
"142","","Cameron Meredith","NO","WR57","6","73","222","141.2","29.2","151.0","+9.0"
"143","","John Brown","BAL","WR58","10","82","241","144.4","36.3","160.0","+17.0"
"144","","Corey Clement","PHI","RB51","9","79","268","142.7","30.0","134.0","-10.0"
"145","","Latavius Murray","MIN","RB52","10","53","251","143.7","30.9","131.0","-14.0"
"146","","Anthony Miller","CHI","WR59","5","93","257","143.1","30.6","166.0","+20.0"
"147","","Dede Westbrook","JAC","WR60","9","70","236","144.8","29.0","173.0","+26.0"
"148","","Tyrell Williams","LAC","WR61","8","98","250","149.0","35.0","188.0","+40.0"
"149","","DeSean Jackson","TB","WR62","5","80","250","148.8","30.9","175.0","+26.0"
"150","","Eric Ebron","IND","TE16","9","88","253","154.4","30.0","180.0","+30.0"
"151","","Calvin Ridley","ATL","WR63","8","66","224","147.6","30.4","119.0","-32.0"
"152","","Minnesota (MIN)","","DST2","10","84","260","150.1","26.7","122.0","-30.0"
"153","","Cameron Brate","TB","TE17","5","98","247","155.4","29.5","186.0","+33.0"
"154","","Derek Carr","OAK","QB20","7","100","281","151.5","30.1","136.0","-18.0"
"155","","Theo Riddick","DET","RB53","6","97","268","155.4","26.9","167.0","+12.0"
"156","","Charles Clay","BUF","TE18","11","80","235","158.2","26.9","221.0","+65.0"
"157","","Los Angeles (LAR)","","DST3","12","81","259","156.2","27.0","118.0","-39.0"
"158","","John Ross","CIN","WR64","9","93","271","153.3","30.2","196.0","+38.0"
"159","","Paul Richardson","WAS","WR65","4","96","241","155.2","29.8","197.0","+38.0"
"160","","Philadelphia (PHI)","","DST4","9","86","280","157.6","27.5","127.0","-33.0"
"161","","Blake Bortles","JAC","QB21","9","75","279","155.0","32.2","199.0","+38.0"
"162","","Mohamed Sanu","ATL","WR66","8","81","248","157.6","33.2","156.0","-6.0"
"163","","Eli Manning","NYG","QB22","9","101","222","155.3","27.8","162.0","-1.0"
"164","","Jordan Wilkins","IND","RB54","9","92","249","150.6","33.2","157.0","-7.0"
"165","","Jared Cook","OAK","TE19","7","89","270","160.9","28.7","177.0","+12.0"
"166","","LeGarrette Blount","DET","RB55","6","48","260","157.6","35.9","143.0","-23.0"
"167","","Mitch Trubisky","CHI","QB23","5","79","220","156.3","26.8","191.0","+24.0"
"168","","Los Angeles (LAC)","","DST5","8","88","284","162.3","27.6","139.0","-29.0"
"169","","Ted Ginn","NO","WR67","6","97","252","161.0","33.0","178.0","+9.0"
"170","","Austin Seferian-Jenkins","JAC","TE20","9","78","244","165.9","31.9","172.0","+2.0"
"171","","Andy Dalton","CIN","QB24","9","97","284","167.5","34.8","194.0","+23.0"
"172","","Ricky Seals-Jones","ARI","TE21","9","73","240","166.3","29.0","217.0","+45.0"
"173","","Houston (HOU)","","DST6","10","95","288","166.7","28.6","150.0","-23.0"
"174","","Case Keenum","DEN","QB25","10","89","248","167.0","32.1","202.0","+28.0"
"175","","Benjamin Watson","NO","TE22","6","85","235","169.8","31.7","205.0","+30.0"
"176","","Doug Martin","OAK","RB56","7","106","283","168.9","30.3","159.0","-17.0"
"177","","Frank Gore","MIA","RB57","11","81","285","166.7","31.8","203.0","+26.0"
"178","","Denver (DEN)","","DST7","10","108","266","170.2","26.9","153.0","-25.0"
"179","","Baltimore (BAL)","","DST8","10","112","289","172.3","29.2","147.0","-32.0"
"180","","Donte Moncrief","JAC","WR68","9","88","251","170.0","32.9","214.0","+34.0"
"181","","Geronimo Allison","GB","WR69","7","93","256","171.7","32.7","189.0","+8.0"
"182","","Christian Kirk","ARI","WR70","9","62","251","172.9","32.6","206.0","+24.0"
"183","","Stephen Gostkowski","NE","K1","11","100","311","175.3","29.4","124.0","-59.0"
"184","","Austin Hooper","ATL","TE23","8","85","273","177.0","30.9","207.0","+23.0"
"185","","Mike Wallace","PHI","WR71","9","61","257","175.7","34.4","268.0","+83.0"
"186","","D'Onta Foreman","HOU","RB58","10","94","299","174.4","41.2","161.0","-25.0"
"187","","Austin Ekeler","LAC","RB59","8","103","297","176.9","36.6","169.0","-18.0"
"188","","Jameis Winston","TB ","QB26","5","89","257","176.8","33.5","158.0","-30.0"
"189","","Dez Bryant","FA","WR72","","76","281","162.7","44.4","163.0","-26.0"
"190","","Vance McDonald","PIT","TE24","7","109","290","181.8","32.4","241.0","+51.0"
"191","","Quincy Enunwa","NYJ","WR73","11","103","242","176.8","28.0","278.0","+87.0"
"192","","Justin Tucker","BAL","K2","10","99","315","180.9","30.5","141.0","-51.0"
"193","","Samaje Perine","WAS","RB60","4","77","308","179.4","47.5","198.0","+5.0"
"194","","Greg Zuerlein","LAR","K3","12","96","309","181.4","29.0","132.0","-62.0"
"195","","New Orleans (NO)","","DST9","6","91","293","183.0","29.3","168.0","-27.0"
"196","","Martavis Bryant","FA","WR74","","85","338","173.8","47.7","179.0","-17.0"
"197","","Tyrod Taylor","CLE","QB27","11","78","324","182.7","42.5","209.0","+12.0"
"198","","Nyheim Hines","IND","RB61","9","91","282","179.3","31.4","187.0","-11.0"
"199","","Ryan Grant","IND","WR75","9","108","255","178.2","32.0","290.0","+91.0"
"200","","Danny Amendola","MIA","WR76","11","112","251","181.4","26.3","222.0","+22.0"
"201","","Javorius Allen","BAL","RB62","10","91","279","180.9","37.3","212.0","+11.0"
"202","","Mike Gesicki","MIA","TE25","11","109","286","185.0","31.5","204.0","+2.0"
"203","","Chris Ivory","BUF","RB63","11","104","298","182.6","31.7","235.0","+32.0"
"204","","James Washington","PIT","WR77","7","89","262","185.8","37.9","216.0","+12.0"
"205","","Ryan Tannehill","MIA","QB28","11","120","250","185.5","29.2","259.0","+54.0"
"206","","Robert Kelley","WAS","RB64","4","100","322","185.6","42.0","185.0","-21.0"
"207","","Matt Bryant","ATL","K4","8","104","361","188.7","32.3","182.0","-25.0"
"208","","Courtland Sutton","DEN","WR78","10","110","284","188.8","33.4","210.0","+2.0"
"209","","New England (NE)","","DST10","11","113","304","190.5","30.1","193.0","-16.0"
"210","","Taywan Taylor","TEN","WR79","8","82","276","185.5","34.7","275.0","+65.0"
"211","","Pittsburgh (PIT)","","DST11","7","109","354","193.7","32.4","174.0","-37.0"
"212","","Spencer Ware","KC","RB65","12","110","263","187.0","30.3","215.0","+3.0"
"213","","Carolina (CAR)","","DST12","4","129","302","193.4","29.7","181.0","-32.0"
"214","","Wil Lutz","NO","K5","6","111","359","194.4","31.5","164.0","-50.0"
"215","","Chicago (CHI)","","DST13","5","102","300","197.3","32.3","190.0","-25.0"
"216","","Seattle (SEA)","","DST14","7","130","334","197.8","38.1","230.0","+14.0"
"217","","Jeremy Hill","NE","RB66","11","96","298","196.0","41.2","208.0","-9.0"
"218","","T.J. Yeldon","JAC","RB67","9","134","266","194.8","28.6","200.0","-18.0"
"219","","Cole Beasley","DAL","WR80","8","107","275","201.9","34.8","251.0","+32.0"
"220","","Antonio Gates","LAC","TE26","8","122","330","203.5","46.8","211.0","-9.0"
"221","","Jake Elliott","PHI","K6","9","123","362","203.0","31.9","170.0","-51.0"
"222","","Matt Prater","DET","K7","6","116","327","201.8","29.4","229.0","+7.0"
"223","","Kenneth Dixon","BAL","RB68","10","115","282","197.1","33.6","224.0","+1.0"
"224","","Corey Coleman","FA","WR81","","113","302","198.0","43.0","265.0","+41.0"
"225","","Kansas City (KC)","","DST15","12","134","380","206.4","39.2","220.0","-5.0"
"226","","Joe Flacco","BAL","QB29","10","114","320","205.6","35.7","258.0","+32.0"
"227","","Hayden Hurst","BAL","TE27","10","87","296","200.6","37.6","201.0","-26.0"
"228","","Brandon Marshall","SEA","WR82","7","127","276","200.4","32.5","276.0","+48.0"
"229","","Atlanta (ATL)","","DST16","8","119","338","208.2","32.4","242.0","+13.0"
"230","","Chris Boswell","PIT","K8","7","120","368","205.3","30.7","183.0","-47.0"
"231","","Harrison Butker","KC","K9","12","124","369","207.9","32.7","165.0","-66.0"
"232","","Albert Wilson","MIA","WR83","11","117","268","204.2","29.0","256.0","+24.0"
"233","","Jermaine Kearse","NYJ","WR84","11","129","274","205.2","29.6","303.0","+70.0"
"234","","Dan Bailey","FA","K10","","107","360","209.5","40.8","232.0","-2.0"
"235","","Dante Pettis","SF","WR85","11","109","292","205.3","35.5","274.0","+39.0"
"236","","Terrance Williams","DAL","WR86","8","124","279","207.1","32.9","277.0","+41.0"
"237","","Arizona (ARI)","","DST17","9","115","318","210.5","32.3","238.0","+1.0"
"238","","James Conner","PIT","RB69","7","125","300","214.4","40.5","195.0","-43.0"
"239","","Kalen Ballage","MIA","RB70","11","126","331","212.1","39.1","250.0","+11.0"
"240","","Darren Sproles","PHI","RB71","9","131","264","210.3","31.9","262.0","+22.0"
"241","","Tre'Quan Smith","NO","WR87","6","115","285","209.6","35.6","260.0","+19.0"
"242","","Mason Crosby","GB","K11","7","125","363","211.5","31.0","240.0","-2.0"
"243","","Sam Darnold","NYJ","QB30","11","127","387","219.2","41.5","237.0","-6.0"
"244","","Green Bay (GB)","","DST18","7","129","356","221.1","36.8","223.0","-21.0"
"245","","Terrelle Pryor","NYJ","WR88","11","138","305","212.6","32.5","253.0","+8.0"
"246","","Sam Bradford","ARI","QB31","9","128","384","215.8","42.6","248.0","+2.0"
"247","","Phillip Dorsett","NE","WR89","11","136","285","203.5","35.6","249.0","+2.0"
"248","","Jordan Matthews","FA","WR90","","72","352","202.9","58.2","239.0","-9.0"
"249","","Corey Grant","JAC","RB72","9","111","294","218.8","34.0","313.0","+64.0"
"250","","Robbie Gould","SF","K12","11","133","370","217.5","34.1","184.0","-66.0"
"251","","Wayne Gallman","NYG","RB73","9","132","325","213.9","33.4","292.0","+41.0"
"252","","New York (NYG)","","DST19","9","118","357","229.2","39.8","286.0","+34.0"
"253","","Chase Edmonds","ARI","RB74","9","132","297","220.1","33.4","263.0","+10.0"
"254","","John Kelly","LAR","RB75","12","155","304","227.7","37.0","219.0","-35.0"
"255","","Antonio Callaway","CLE","WR91","11","103","306","227.2","45.2","317.0","+62.0"
"256","","Graham Gano","CAR","K13","4","127","384","224.3","35.9","252.0","-4.0"
"257","","Jonathan Stewart","NYG","RB76","9","149","283","225.1","33.5","287.0","+30.0"
"258","","Ryan Succop","TEN","K14","8","132","386","227.7","41.6","255.0","-3.0"
"259","","Adam Vinatieri","IND","K15","9","147","367","223.8","32.8","245.0","-14.0"
"260","","Cincinnati (CIN)","","DST20","9","126","319","231.4","34.0","288.0","+28.0"
"261","","Rod Smith","DAL","RB77","8","156","328","234.7","36.1","279.0","+18.0"
"262","","Dallas Goedert","PHI","TE28","9","136","302","231.8","44.2","257.0","-5.0"
"263","","Travis Benjamin","LAC","WR92","8","161","290","230.3","33.7","293.0","+30.0"
"264","","Luke Willson","DET","TE29","6","147","294","222.5","30.2","228.0","-36.0"
"265","","Brandon McManus","DEN","K16","10","130","365","234.6","38.4","254.0","-11.0"
"266","","Willie Snead","BAL","WR93","10","138","296","228.4","31.4","315.0","+49.0"
"267","","Jonathan Williams","NO","RB78","6","133","312","215.5","48.0","298.0","+31.0"
"268","","Tennessee (TEN)","","DST21","8","145","355","228.8","36.0","192.0","-76.0"
"269","","Kai Forbath","FA","K17","","128","309","228.1","42.0","266.0","-3.0"
"270","","Ameer Abdullah","DET","RB79","6","136","347","228.0","38.0","291.0","+21.0"
"271","","Detroit (DET)","","DST22","6","122","372","247.7","45.6","246.0","-25.0"
"272","","Daniel Carlson","MIN","K18","10","152","388","236.8","44.1","247.0","-25.0"
"273","","Jake Butt","DEN","TE30","10","133","300","230.4","35.2","218.0","-55.0"
"274","","Boston Scott","NO","RB80","6","149","348","248.5","52.1","351.0","+77.0"
"275","","Jaron Brown","SEA","WR94","7","124","299","225.1","33.4","331.0","+56.0"
"276","","Tyler Kroft","CIN","TE31","9","133","299","234.5","38.7","377.0","+101.0"
"277","","Mike Gillislee","NO","RB81","6","151","323","247.0","42.2","335.0","+58.0"
"278","","D.J. Chark","JAC","WR95","9","162","329","241.0","49.4","327.0","+49.0"
"279","","Baker Mayfield","CLE","QB32","11","143","396","243.2","50.7","231.0","-48.0"
"280","","Curtis Samuel","CAR","WR96","4","148","316","242.6","36.4","354.0","+74.0"
"281","","Josh Allen","BUF","QB33","11","153","395","230.2","42.5","280.0","-1.0"
"282","","Zay Jones","BUF","WR97","11","147","311","236.4","29.9","282.0","0.0"
"283","","Vernon Davis","WAS","TE32","4","154","310","229.7","28.2","272.0","-11.0"
"284","","Chester Rogers","IND","WR98","9","164","299","238.2","32.2","283.0","-1.0"
"285","","Jeremy Maclin","FA","WR99","","126","261","219.3","34.9","337.0","+52.0"
"286","","Josh Lambo","JAC","K19","9","148","374","241.7","41.5","226.0","-60.0"
"287","","Kenny Britt","FA","WR100","","137","269","225.2","32.9","",""
"288","","C.J. Prosise","SEA","RB82","7","169","311","242.6","34.5","296.0","+8.0"
"289","","J.J. Nelson","ARI","WR101","9","163","290","235.5","29.1","365.0","+76.0"
"290","","Kevin White","CHI","WR102","5","163","346","251.9","43.6","273.0","-17.0"
"291","","Trent Taylor","SF","WR103","11","174","289","235.7","28.5","336.0","+45.0"
"292","","Stephen Anderson","FA","TE33","","143","307","249.8","44.9","407.0","+115.0"
"293","","Josh Rosen","ARI","QB34","9","156","398","254.2","51.2","299.0","+6.0"
"294","","Brice Butler","FA","WR104","","168","323","242.6","34.2","356.0","+62.0"
"295","","Cordarrelle Patterson","NE","WR105","11","152","311","228.1","32.4","312.0","+17.0"
"296","","Tavon Austin","DAL","WR106","8","118","311","244.1","33.9","295.0","-1.0"
"297","","Ka'imi Fairbairn","HOU","K20","10","154","389","254.6","43.4","261.0","-36.0"
"298","","Nick Vannett","SEA","TE34","7","166","321","239.1","40.2","234.0","-64.0"
"299","","Taylor Gabriel","CHI","WR107","5","174","300","236.4","29.9","374.0","+75.0"
"300","","Josh Hill","NO","TE35","6","153","323","240.0","58.4","",""
"301","","San Francisco (SF)","","DST23","11","152","358","280.3","45.2","297.0","-4.0"
"302","","Mack Hollins","PHI","WR108","9","146","358","254.8","51.1","",""
"303","","Tampa Bay (TB)","","DST24","5","165","373","267.6","47.3","326.0","+23.0"
"304","","Lamar Jackson","BAL","QB35","10","163","323","247.8","41.5","236.0","-68.0"
"305","","Dontrelle Inman","FA","WR109","","179","190","183.5","4.0","",""
"306","","Tyler Boyd","CIN","WR110","9","177","312","242.8","34.5","378.0","+72.0"
"307","","Austin Carr","NO","WR111","6","135","244","189.5","54.5","",""
"308","","Joe Williams","FA","RB83","","136","344","253.2","48.6","325.0","+17.0"
"309","","Cleveland (CLE)","","DST25","11","168","376","261.8","48.5","225.0","-84.0"
"310","","Adam Shaheen","CHI","TE36","5","152","367","248.2","48.5","311.0","+1.0"
"311","","Dallas (DAL)","","DST26","8","167","379","264.8","46.7","243.0","-68.0"
"312","","Washington (WAS)","","DST27","4","166","378","271.0","46.4","339.0","+27.0"
"313","","Blair Walsh","FA","K21","","162","320","251.0","37.1","",""
"314","","Buffalo (BUF)","","DST28","11","156","377","262.0","43.5","289.0","-25.0"
"315","","Ed Dickson","SEA","TE37","7","155","302","243.9","32.7","408.0","+93.0"
"316","","Virgil Green","LAC","TE38","8","171","337","249.0","41.5","307.0","-9.0"
"317","","C.J. Fiedorowicz","FA","TE39","","150","268","206.8","42.0","",""
